Time (s),Voltage (V)
0.004999999888241291,0.23241026699543
0.009999999776482582,0.23241026699543
0.014999999664723873,0.232114776968956
0.019999999552965164,0.231819286942482
0.02500000037252903,0.23143553733825684
0.029999999329447746,0.23105180263519287
0.03500000014901161,0.2308143675327301
0.03999999910593033,0.23057691752910614
0.04500000178813934,0.2301684021949768
0.05000000074505806,0.22975987195968628
0.054999999701976776,0.22962556779384613
0.05999999865889549,0.22949126362800598
0.06499999761581421,0.22904357314109802
0.07000000029802322,0.22859586775302887
0.07500000298023224,0.22796908020973206
0.07999999821186066,0.22734229266643524
0.08500000089406967,0.22716321051120758
0.09000000357627869,0.22698412835597992
0.0949999988079071,0.22680506110191345
0.10000000149011612,0.2266259789466858
0.10499999672174454,0.2268945872783661
0.10999999940395355,0.22716321051120758
0.11500000208616257,0.22770044207572937
0.11999999731779099,0.22823768854141235
0.125,0.228640615940094
0.12999999523162842,0.22904354333877563
0.13500000536441803,0.22971510887145996
0.14000000059604645,0.2303866595029831
0.14499999582767487,0.2309686839580536
0.15000000596046448,0.2315506935119629
0.1550000011920929,0.23195362091064453
0.1599999964237213,0.23235654830932617
0.16500000655651093,0.23262515664100647
0.17000000178813934,0.23289377987384796
0.17499999701976776,0.2327147126197815
0.18000000715255737,0.23253563046455383
0.1850000023841858,0.23231178522109985
0.1899999976158142,0.23208792507648468
0.19499999284744263,0.23141637444496155
0.20000000298023224,0.23074480891227722
0.20499999821186066,0.23016279935836792
0.20999999344348907,0.2295808047056198
0.2150000035762787,0.22904357314109802
0.2199999988079071,0.22850632667541504
0.22499999403953552,0.22796908020973206
0.23000000417232513,0.22743183374404907
0.23499999940395355,0.22729751467704773
0.23999999463558197,0.22716321051120758
0.24500000476837158,0.2272079885005951
0.25,0.2272527515888214
0.2549999952316284,0.22738707065582275
0.25999999046325684,0.2275213897228241
0.26499998569488525,0.22801385819911957
0.27000001072883606,0.22850632667541504
0.2750000059604645,0.228954017162323
0.2800000011920929,0.22940172255039215
0.2849999964237213,0.23034189641475677
0.28999999165534973,0.2312820702791214
0.29499998688697815,0.23177453875541687
0.30000001192092896,0.23226700723171234
0.3050000071525574,0.23280425369739532
0.3100000023841858,0.23334148526191711
0.3149999976158142,0.23378919064998627
0.3199999928474426,0.23423688113689423
0.32499998807907104,0.23401302099227905
0.33000001311302185,0.23378917574882507
0.33500000834465027,0.2336100935935974
0.3400000035762787,0.23343102633953094
0.3449999988079071,0.23293855786323547
0.3499999940395355,0.23244608938694
0.35499998927116394,0.23168498277664185
0.36000001430511475,0.23092389106750488
0.36500000953674316,0.2304314225912094
0.3700000047683716,0.22993895411491394
0.375,0.22904354333877563
0.3799999952316284,0.22814814746379852
