Time (s),Voltage (V)
0.004999999888241291,0.1369963437318802
0.009999999776482582,0.13699783384799957
0.014999999664723873,0.1382073611021042
0.019999999552965164,0.13941292464733124
0.02500000037252903,0.1390097588300705
0.029999999329447746,0.1386125385761261
0.03500000014901161,0.1398220658302307
0.03999999910593033,0.1410236656665802
0.04500000178813934,0.14062048494815826
0.05000000074505806,0.14021728932857513
0.054999999701976776,0.1398141235113144
0.05999999865889549,0.13941392302513123
0.06499999761581421,0.13941392302513123
0.07000000029802322,0.13941392302513123
0.07500000298023224,0.13941392302513123
0.07999999821186066,0.13942980766296387
0.08500000089406967,0.1410425305366516
0.09000000357627869,0.14261949062347412
0.0949999988079071,0.14100678265094757
0.10000000149011612,0.13941392302513123
0.10499999672174454,0.13941392302513123
0.10999999940395355,0.1394357681274414
0.11500000208616257,0.14104849100112915
0.11999999731779099,0.14264333248138428
0.125,0.1430465131998062
0.12999999523162842,0.14341740310192108
0.13500000536441803,0.14180469512939453
0.14000000059604645,0.1402197778224945
0.14499999582767487,0.1402197778224945
0.15000000596046448,0.14024211466312408
0.1550000011920929,0.1414516568183899
0.1599999964237213,0.14260558784008026
0.16500000655651093,0.1409928798675537
0.17000000178813934,0.13943924009799957
0.17499999701976776,0.14064878225326538
0.18000000715255737,0.14183150231838226
0.1850000023841858,0.14183150231838226
0.1899999976158142,0.14180320501327515
0.19499999284744263,0.14059366285800934
0.20000000298023224,0.13939405977725983
0.20499999821186066,0.13858769834041595
0.20999999344348907,0.13786475360393524
0.2150000035762787,0.14028383791446686
0.2199999988079071,0.14262644946575165
0.22499999403953552,0.1422232687473297
0.23000000417232513,0.1418086588382721
0.23499999940395355,0.14100229740142822
0.23999999463558197,0.1402197778224945
0.24500000476837158,0.1402197778224945
0.25,0.14023219048976898
0.2549999952316284,0.14063537120819092
0.25999999046325684,0.14098691940307617
0.26499998569488525,0.13977737724781036
0.27000001072883606,0.13864828646183014
0.2750000059604645,0.13985782861709595
0.2800000011920929,0.14102564752101898
0.2849999964237213,0.14102564752101898
0.28999999165534973,0.14096805453300476
0.29499998688697815,0.13935533165931702
0.30000001192092896,0.13786178827285767
0.3050000071525574,0.13947449624538422
0.3100000023841858,0.14108721911907196
0.3149999976158142,0.1426999270915985
0.3199999928474426,0.14423319697380066
0.32499998807907104,0.14383001625537872
0.33000001311302185,0.1434759944677353
0.33500000834465027,0.14428235590457916
0.3400000035762787,0.14498741924762726
0.3449999988079071,0.1433747112751007
0.3499999940395355,0.141779363155365
0.35499998927116394,0.14056983590126038
0.36000001430511475,0.13943180441856384
0.36500000953674316,0.13983497023582458
0.3700000047683716,0.14025652408599854
