Time (s),Voltage (V)
0.004999999888241291,0.13538461923599243
0.009999999776482582,0.1353842318058014
0.014999999664723873,0.13498112559318542
0.019999999552965164,0.13457952439785004
0.02500000037252903,0.1349826455116272
0.029999999329447746,0.1353834718465805
0.03500000014901161,0.13498036563396454
0.03999999910593033,0.13457266986370087
0.04500000178813934,0.13296018540859222
0.05000000074505806,0.13136102259159088
0.054999999701976776,0.13257038593292236
0.05999999865889549,0.13377289474010468
0.06499999761581421,0.13377289474010468
0.07000000029802322,0.13377289474010468
0.07500000298023224,0.13377289474010468
0.07999999821186066,0.13377289474010468
0.08500000089406967,0.13377289474010468
0.09000000357627869,0.13377289474010468
0.0949999988079071,0.13377289474010468
0.10000000149011612,0.13377289474010468
0.10499999672174454,0.13377289474010468
0.10999999940395355,0.13377289474010468
0.11500000208616257,0.13377289474010468
0.11999999731779099,0.1337820291519165
0.125,0.13458827137947083
0.12999999523162842,0.1353648155927658
0.13500000536441803,0.13375233113765717
0.14000000059604645,0.13215583562850952
0.14499999582767487,0.13175271451473236
0.15000000596046448,0.13136674463748932
0.1550000011920929,0.13217298686504364
0.1599999964237213,0.1329609453678131
0.16500000655651093,0.13255782425403595
0.17000000178813934,0.1321805864572525
0.17499999701976776,0.13338996469974518
0.18000000715255737,0.13457190990447998
0.1850000023841858,0.13416878879070282
0.1899999976158142,0.13377289474010468
0.19499999284744263,0.13377289474010468
0.20000000298023224,0.13378050923347473
0.20499999821186066,0.1341836303472519
0.20999999344348907,0.13457076251506805
0.2150000035762787,0.1341676414012909
0.2199999988079071,0.13374775648117065
0.22499999403953552,0.13253839313983917
0.23000000417232513,0.1313728392124176
0.23499999940395355,0.13217908143997192
0.23999999463558197,0.13299445807933807
0.24500000476837158,0.13420382142066956
0.25,0.1353941410779953
0.2549999952316284,0.13579726219177246
0.25999999046325684,0.13620038330554962
0.26499998569488525,0.13660350441932678
0.27000001072883606,0.13695521652698517
0.2750000059604645,0.13534273207187653
0.2800000011920929,0.13375157117843628
0.2849999964237213,0.13294532895088196
0.28999999165534973,0.13221639394760132
0.29499998688697815,0.13423199951648712
0.30000001192092896,0.1362019032239914
0.3050000071525574,0.13660502433776855
0.3100000023841858,0.13693732023239136
