Time (s),Bx (µT),By (µT),Bz (µT)
0.009999999776482582,35.11203384399414,57.319129943847656,10.560194969177246
0.019999999552965164,35.2564811706543,57.2591667175293,11.213561058044434
0.029999999329447746,35.324989318847656,57.21765899658203,11.3335599899292
0.03999999910593033,35.304630279541016,57.14384078979492,10.917607307434082
0.05000000074505806,35.434261322021484,56.82097625732422,11.40622329711914
0.05999999865889549,35.06014633178711,57.047027587890625,10.755575180053711
0.07000000029802322,35.13428497314453,57.116188049316406,10.97906494140625
0.07999999821186066,35.097171783447266,57.15309524536133,11.833513259887695
0.09000000357627869,34.79908752441406,57.20150375366211,12.45857048034668
0.10000000149011612,34.8639030456543,57.12078857421875,10.894999504089355
0.10999999940395355,35.11207962036133,57.19230651855469,10.990203857421875
0.11999999731779099,35.237972259521484,57.32838439941406,10.649432182312012
0.12999999523162842,35.136043548583984,57.38599395751953,10.691597938537598
0.14000000059604645,34.88984680175781,57.26371383666992,11.218865394592285
0.15000000596046448,35.019474029541016,56.94084548950195,10.046187400817871
0.1599999964237213,35.149105072021484,57.06087875366211,10.750271797180176
0.17000000178813934,35.02307891845703,57.222312927246094,11.180081367492676
0.18000000715255737,34.789764404296875,57.41605758666992,11.14083194732666
0.1899999976158142,34.66954803466797,57.57732391357422,10.945783615112305
0.20000000298023224,34.99361801147461,57.254459381103516,11.923015594482422
0.20999999344348907,34.97312545776367,57.360694885253906,10.99537467956543
0.2199999988079071,34.9083137512207,57.21754837036133,10.06852912902832
0.23000000417232513,34.84349822998047,57.16476058959961,10.158695220947266
0.23999999463558197,34.78611755371094,57.49430847167969,11.453361511230469
0.25,34.78611755371094,57.252159118652344,10.671575546264648
0.25999999046325684,34.78611755371094,57.2868766784668,10.643996238708496
0.27000001072883606,34.74720001220703,57.12527847290039,10.97641372680664
0.2800000011920929,34.70463562011719,56.96866226196289,11.1966552734375
0.28999999165534973,34.71580505371094,57.130096435546875,10.98768424987793
0.30000001192092896,34.84543228149414,57.29153060913086,11.671746253967285
0.3100000023841858,34.81386184692383,57.319129943847656,11.302599906921387
0.3199999928474426,34.934391021728516,57.088314056396484,10.995706558227539
0.33000001311302185,35.13243865966797,56.86259460449219,11.174843788146973
0.3400000035762787,35.19351577758789,57.024024963378906,11.83265209197998
0.3499999940395355,35.19351577758789,57.18545913696289,10.464527130126953
0.36000001430511475,35.14162826538086,56.959190368652344,10.973960876464844
0.3700000047683716,35.04159164428711,56.943363189697266,11.260831832885742
0.3799999952316284,34.949073791503906,57.09307861328125,11.247440338134766
0.38999998569488525,34.95474624633789,57.00529861450195,11.89159107208252
0.4000000059604645,35.149192810058594,56.68242645263672,11.207528114318848
0.4099999964237213,35.19351577758789,56.546512603759766,11.277936935424805
0.41999998688697815,35.2602653503418,56.71517562866211,11.31950569152832
0.4300000071525574,35.25621795654297,56.95228958129883,11.224832534790039
0.4399999976158142,34.86781692504883,56.710357666015625,11.420145988464355
0.44999998807907104,35.19188690185547,56.79107666015625,11.420145988464355
0.46000000834465027,35.17860794067383,56.81177520751953,11.565470695495605
0.4699999988079071,35.14356231689453,56.77251052856445,11.71338176727295
0.47999998927116394,35.238101959228516,56.67328643798828,11.833513259887695
0.49000000953674316,35.43254470825195,56.51184844970703,12.028959274291992
0.5,35.43795394897461,56.58583068847656,11.46436595916748
0.5099999904632568,35.34526062011719,56.608829498291016,11.506929397583008
0.5199999809265137,35.423397064208984,56.57186508178711,11.442090034484863
0.5299999713897705,35.64334487915039,56.44252395629883,11.28708553314209
0.5400000214576721,35.44890213012695,56.11965560913086,12.45976448059082
0.550000011920929,35.56028366088867,56.32999038696289,12.156914710998535
0.5600000023841858,35.46741485595703,56.5167236328125,11.430554389953613
0.5699999928474426,35.35647201538086,56.366188049316406,10.970711708068848
0.5799999833106995,35.401145935058594,55.95417022705078,11.169473648071289
0.5899999737739563,35.66040802001953,56.277034759521484,11.853535652160645
0.6000000238418579,35.68239212036133,56.4521598815918,11.553802490234375
0.6100000143051147,35.4691276550293,56.56047439575195,11.741690635681152
0.6200000047683716,35.378944396972656,56.51173782348633,11.956031799316406
0.6299999952316284,35.54498291015625,56.292808532714844,11.7886962890625
0.6399999856948853,35.15609359741211,56.21208953857422,11.7886962890625
0.6499999761581421,35.11203384399414,56.34608840942383,10.835530281066895
0.6600000262260437,35.19364547729492,56.405887603759766,11.237163543701172
0.6700000166893005,35.17843246459961,56.52614212036133,12.034396171569824
0.6800000071525574,34.93412399291992,56.7745361328125,11.989314079284668
0.6899999976158142,34.80449676513672,56.45166778564453,11.598421096801758
0.699999988079071,34.61924362182617,56.405887603759766,12.297798156738281
0.7099999785423279,34.65855407714844,56.35736846923828,11.708806991577148
0.7200000286102295,34.78611755371094,56.33218002319336,10.851110458374023
0.7300000190734863,34.75797653198242,56.37784957885742,11.348212242126465
0.7400000095367432,34.433902740478516,56.05498504638672,11.934551239013672
0.75,34.16360855102539,56.133949279785156,12.277643203735352
0.7599999904632568,34.01568603515625,56.1567268371582,11.507658958435059
0.7699999809265137,33.95087432861328,56.12693786621094,10.745630264282227
0.7799999713897705,33.87849426269531,56.19352722167969,11.711459159851074
0.7900000214576721,33.684051513671875,56.0320930480957,12.493245124816895
0.800000011920929,33.749263763427734,56.000003814697266,12.335455894470215
0.8100000023841858,33.737831115722656,55.86825180053711,11.731879234313965
0.8199999928474426,33.64540100097656,55.602935791015625,11.230534553527832
0.8299999833106995,33.65507507324219,55.304161071777344,11.417228698730469
0.8399999737739563,33.97914505004883,55.7884635925293,11.31950569152832
0.8500000238418579,34.002716064453125,55.77378845214844,11.146268844604492
0.8600000143051147,34.07157516479492,55.69559097290039,11.30352783203125
0.8700000047683716,34.1822509765625,55.716453552246094,11.691105842590332
0.8799999952316284,34.0526237487793,55.797279357910156,11.787635803222656
0.8899999856948853,33.92299270629883,55.95871353149414,11.005849838256836
0.8999999761581421,34.034549713134766,55.819786071777344,10.733166694641113
0.9100000262260437,33.91327667236328,55.656272888183594,10.92105484008789
0.9200000166893005,33.638450622558594,55.64980697631836,11.319770812988281
0.9300000071525574,33.962528228759766,55.89196014404297,11.41749382019043
0.9399999976158142,33.90826416015625,55.97705841064453,11.230003356933594
0.949999988079071,33.93622970581055,55.942230224609375,10.684835433959961
0.9599999785423279,33.852420806884766,55.71343994140625,10.717851638793945
0.9700000286102295,33.606224060058594,55.45623016357422,11.400455474853516
0.9800000190734863,33.411781311035156,55.77909851074219,11.302732467651367
0.9900000095367432,33.400962829589844,55.26347351074219,11.020435333251953
1,33.31187438964844,54.75392532348633,10.458626747131348
1.0099999904632568,33.293758392333984,54.443214416503906,10.363024711608887
1.0199999809265137,33.26641082763672,54.36249542236328,10.996369361877441
1.0299999713897705,32.4886360168457,54.28178024291992,11.387262344360352
1.0399999618530273,32.36384201049805,53.313941955566406,10.972634315490723
1.0499999523162842,32.29903030395508,52.424137115478516,10.677144050598145
1.059999942779541,32.05199432373047,51.68180465698242,10.442449569702148
1.0700000524520874,31.627140045166016,51.0244026184082,10.276373863220215
1.0800000429153442,31.75676918029785,50.297950744628906,10.862712860107422
1.090000033378601,31.311248779296875,49.28498840332031,9.367826461791992
1.100000023841858,30.71103286743164,47.9304313659668,9.394942283630371
1.1100000143051147,30.159626007080078,46.42692565917969,10.652215957641602
1.1200000047683716,29.800817489624023,45.020835876464844,11.921026229858398
1.1299999952316284,29.671188354492188,43.97151184082031,10.943794250488281
1.1399999856948853,29.26321792602539,42.09027099609375,11.14162826538086
1.149999976158142,28.92652702331543,40.46092224121094,11.238489151000977
1.159999966621399,28.64493179321289,39.25564193725586,11.376522064208984
1.1699999570846558,28.30951499938965,38.3536262512207,11.920099258422852
1.1799999475479126,27.85581398010254,37.30430603027344,12.017821311950684
1.190000057220459,27.56357765197754,36.254981994628906,11.385207176208496
1.2000000476837158,27.415788650512695,35.2982063293457,11.61181354522705
1.2100000381469727,27.350975036621094,34.61446762084961,12.063833236694336
1.2200000286102295,27.28233528137207,34.315147399902344,11.448986053466797
1.2300000190734863,27.152706146240234,33.10438919067383,11.937601089477539
