Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N)
17.149999618530273,0.024232296273112297,-5.969889163970947,0.1654854416847229,-1.307762622833252
17.155000686645508,0.02691573277115822,-6.065718173980713,0.17170263826847076,-1.3252792358398438
17.15999984741211,0.030649548396468163,-6.168020725250244,0.17775146663188934,-1.344639539718628
17.165000915527344,0.03384257107973099,-6.276614665985107,0.18487292528152466,-1.3658435344696045
17.170000076293945,0.036869972944259644,-6.391867637634277,0.191440612077713,-1.3879446983337402
17.174999237060547,0.04113883897662163,-6.5148539543151855,0.19393020868301392,-1.4109941720962524
17.18000030517578,0.04451500251889229,-6.644318580627441,0.19641515612602234,-1.4339872598648071
17.184999465942383,0.04877154529094696,-6.778471946716309,0.20013809204101562,-1.4570404291152954
17.190000534057617,0.05445104464888573,-6.917088985443115,0.20493842661380768,-1.481937289237976
17.19499969482422,0.060338184237480164,-7.061850070953369,0.20922508835792542,-1.5086777210235596
17.200000762939453,0.06462962925434113,-7.209722518920898,0.21259503066539764,-1.5363043546676636
17.204999923706055,0.06833469867706299,-7.358987808227539,0.21481473743915558,-1.5648903846740723
17.209999084472656,0.07413560152053833,-7.512843132019043,0.21424810588359833,-1.5933973789215088
17.21500015258789,0.08098018169403076,-7.67274284362793,0.21544227004051208,-1.622950553894043
17.219999313354492,0.08541110903024673,-7.835672855377197,0.2179454267024994,-1.6542606353759766
17.225000381469727,0.09053612500429153,-8.002378463745117,0.21943016350269318,-1.6855708360671997
17.229999542236328,0.0960821658372879,-8.17383861541748,0.2178233414888382,-1.717849850654602
17.235000610351562,0.10040523111820221,-8.349406242370605,0.2129671722650528,-1.7510017156600952
17.239999771118164,0.10392100363969803,-8.524835586547852,0.2090759128332138,-1.7841535806655884
17.2450008392334,0.1081882193684578,-8.705248832702637,0.20574593544006348,-1.8173054456710815
17.25,0.11245544999837875,-8.88773250579834,0.20452453196048737,-1.8504575490951538
17.2549991607666,0.11534420400857925,-9.070599555969238,0.20277126133441925,-1.8845878839492798
17.260000228881836,0.11587240546941757,-9.253005027770996,0.20018285512924194,-1.918601393699646
17.264999389648438,0.11832205951213837,-9.435315132141113,0.19659940898418427,-1.9517532587051392
17.270000457763672,0.1181122362613678,-9.619894027709961,0.19295327365398407,-1.985888957977295
17.274999618530273,0.11627290397882462,-9.803750991821289,0.19050705432891846,-2.019896984100342
17.280000686645508,0.11476919054985046,-9.989373207092285,0.19292999804019928,-2.0540366172790527
17.28499984741211,0.11267869174480438,-10.175252914428711,0.1922956109046936,-2.0890302658081055
17.290000915527344,0.11228791624307632,-10.3577241897583,0.19183067977428436,-2.124023914337158
17.295000076293945,0.11115896701812744,-10.54130744934082,0.18848936259746552,-2.158024311065674
17.299999237060547,0.10703136026859283,-10.725320816040039,0.1851745843887329,-2.191176176071167
17.30500030517578,0.10412618517875671,-10.904662132263184,0.18331730365753174,-2.2243282794952393
17.309999465942383,0.10359278321266174,-11.081815719604492,0.18238714337348938,-2.258479356765747
17.315000534057617,0.10332956910133362,-11.254944801330566,0.18279936909675598,-2.2924721240997314
