Time (s),Ay (m/s²),Fᵧ (N)
0.004999999888241291,9.721390724182129,-0.1848023533821106
0.009999999776482582,9.722837448120117,-0.18479309976100922
0.014999999664723873,9.77391529083252,-0.1806730031967163
0.019999999552965164,9.721335411071777,-0.1848023533821106
0.02500000037252903,9.723170280456543,-0.18477922677993774
0.029999999329447746,9.773638725280762,-0.18065913021564484
0.03500000014901161,9.057000160217285,-0.17652051150798798
0.03999999910593033,8.982303619384766,-0.17652052640914917
0.04500000178813934,9.20587158203125,-0.17652051150798798
0.05000000074505806,9.202472686767578,-0.17656676471233368
0.054999999701976776,9.11137580871582,-0.184751495718956
0.05999999865889549,9.109358787536621,-0.18065911531448364
0.06499999761581421,9.144569396972656,-0.18065913021564484
0.07000000029802322,9.254658699035645,-0.18065911531448364
0.07500000298023224,9.3018159866333,-0.18065913021564484
0.07999999821186066,9.366507530212402,-0.18065913021564484
0.08500000089406967,9.405590057373047,-0.17652051150798798
0.09000000357627869,9.457873344421387,-0.18065913021564484
0.0949999988079071,9.509806632995605,-0.18065911531448364
0.10000000149011612,9.552155494689941,-0.17652052640914917
0.10499999672174454,9.58719539642334,-0.17661762237548828
0.10999999940395355,9.643487930297852,-0.1848023533821106
0.11500000208616257,9.65539836883545,-0.1848023533821106
0.11999999731779099,9.707972526550293,-0.18469136953353882
0.125,9.779796600341797,-0.18491333723068237
0.12999999523162842,9.89785385131836,-0.1888207346200943
0.13500000536441803,9.938301086425781,-0.18065911531448364
0.14000000059604645,9.985635757446289,-0.1847977340221405
0.14499999582767487,10.028117179870605,-0.18493182957172394
0.15000000596046448,10.106483459472656,-0.18894095718860626
0.1550000011920929,10.177181243896484,-0.18894094228744507
0.1599999964237213,10.134079933166504,-0.18894094228744507
0.16500000655651093,10.154391288757324,-0.18894094228744507
0.17000000178813934,10.131552696228027,-0.18894095718860626
0.17499999701976776,10.155628204345703,-0.18894095718860626
0.18000000715255737,10.124441146850586,-0.18894095718860626
0.1850000023841858,10.137757301330566,-0.18894095718860626
0.1899999976158142,10.12243938446045,-0.19290384650230408
0.19499999284744263,10.100173950195312,-0.18497806787490845
0.20000000298023224,10.130615234375,-0.18875598907470703
0.20499999821186066,10.058897972106934,-0.18498732149600983
0.20999999344348907,10.057660102844238,-0.18894095718860626
0.2150000035762787,10.009410858154297,-0.1848023533821106
0.2199999988079071,9.949139595031738,-0.1845988780260086
0.22499999403953552,9.92502498626709,-0.1847977340221405
0.23000000417232513,9.874025344848633,-0.18065913021564484
0.23499999940395355,9.830534934997559,-0.18065911531448364
0.23999999463558197,9.800515174865723,-0.18065913021564484
0.24500000476837158,9.79092025756836,-0.18065911531448364
0.25,9.736741065979004,-0.18089033663272858
0.2549999952316284,9.681215286254883,-0.18870513141155243
0.25999999046325684,9.660699844360352,-0.18089957535266876
0.26499998569488525,9.636979103088379,-0.18455727398395538
0.27000001072883606,9.605025291442871,-0.18065911531448364
0.2750000059604645,9.590422630310059,-0.17652052640914917
0.2800000011920929,9.58009147644043,-0.18065913021564484
0.2849999964237213,9.598614692687988,-0.18065911531448364
0.28999999165534973,9.565937995910645,-0.18065913021564484
0.29499998688697815,9.553109169006348,-0.1847977191209793
0.30000001192092896,9.551264762878418,-0.18507517874240875
0.3050000071525574,9.574104309082031,-0.18452028930187225
0.3100000023841858,9.60959529876709,-0.18065911531448364
0.3149999976158142,9.602272033691406,-0.1847977340221405
0.3199999928474426,9.62081527709961,-0.18065911531448364
0.32499998807907104,9.64300537109375,-0.18065913021564484
0.33000001311302185,9.633670806884766,-0.18065911531448364
0.33500000834465027,9.590825080871582,-0.18096894025802612
0.3400000035762787,9.619954109191895,-0.1886265128850937
0.3449999988079071,9.609231948852539,-0.18065911531448364
0.3499999940395355,9.634254455566406,-0.18065913021564484
0.35499998927116394,9.637154579162598,-0.1809874325990677
0.36000001430511475,9.672966957092285,-0.1848023533821106
0.36500000953674316,9.689927101135254,-0.18860340118408203
0.3700000047683716,9.690570831298828,-0.18100130558013916
0.375,9.676187515258789,-0.18445554375648499
0.3799999952316284,9.67193603515625,-0.1847977191209793
0.38499999046325684,9.708747863769531,-0.18065911531448364
0.38999998569488525,9.763993263244629,-0.18065913021564484
0.39500001072883606,9.751249313354492,-0.18065911531448364
0.4000000059604645,9.788860321044922,-0.18065913021564484
0.4050000011920929,9.832451820373535,-0.18065911531448364
0.4099999964237213,9.838200569152832,-0.1847977340221405
0.41499999165534973,9.877912521362305,-0.18518152832984924
0.41999998688697815,9.89964771270752,-0.18855252861976624
0.42500001192092896,9.91595458984375,-0.18065913021564484
0.4300000071525574,9.969880104064941,-0.17652051150798798
0.4350000023841858,9.954568862915039,-0.18065913021564484
0.4399999976158142,9.947742462158203,-0.18065913021564484
0.4449999928474426,9.911895751953125,-0.18065911531448364
0.44999998807907104,9.891284942626953,-0.1847977340221405
0.45500001311302185,9.871611595153809,-0.1810799241065979
0.46000000834465027,9.877464294433594,-0.18437692523002625
0.4650000035762787,9.852554321289062,-0.18108916282653809
0.4699999988079071,9.866438865661621,-0.18436767160892487
0.4749999940395355,9.864462852478027,-0.18065913021564484
0.47999998927116394,9.874958992004395,-0.18065911531448364
0.48500001430511475,9.885490417480469,-0.18110767006874084
0.49000000953674316,9.905757904052734,-0.18894095718860626
0.4950000047683716,9.89241886138916,-0.19307956099510193
0.5,9.907004356384277,-0.1848023533821106
0.5049999952316284,9.882118225097656,-0.1884739100933075
0.5099999904632568,9.866822242736816,-0.18065913021564484
0.5149999856948853,9.875718116760254,-0.18527401983737946
0.5199999809265137,9.798591613769531,-0.18846003711223602
0.5249999761581421,9.759864807128906,-0.18528325855731964
0.5299999713897705,9.738513946533203,-0.18845078349113464
0.5350000262260437,9.655256271362305,-0.1847977340221405
0.5400000214576721,9.584250450134277,-0.1847977340221405
0.5450000166893005,9.558035850524902,-0.18065911531448364
0.550000011920929,9.534493446350098,-0.18065913021564484
0.5550000071525574,9.536765098571777,-0.18117240071296692
0.5600000023841858,9.568133354187012,-0.1884230524301529
0.5649999976158142,9.5974702835083,-0.1811816543340683
0.5699999928474426,9.651544570922852,-0.1884137988090515
0.574999988079071,9.652321815490723,-0.18065913021564484
0.5799999833106995,9.655610084533691,-0.18065911531448364
0.5849999785423279,9.651139259338379,-0.18533876538276672
0.5899999737739563,9.655570983886719,-0.18425670266151428
0.5950000286102295,9.650596618652344,-0.18065911531448364
0.6000000238418579,9.582393646240234,-0.18893633782863617
0.6050000190734863,9.6079683303833,-0.18121863901615143
0.6100000143051147,9.59203815460205,-0.18894095718860626
0.6150000095367432,9.578011512756348,-0.18894095718860626
0.6200000047683716,9.574250221252441,-0.18894095718860626
0.625,9.623188972473145,-0.18422433733940125
0.6299999952316284,9.610716819763184,-0.1847977191209793
0.6349999904632568,9.604451179504395,-0.18065913021564484
0.6399999856948853,9.641599655151367,-0.18065913021564484
0.6449999809265137,9.624354362487793,-0.18539424240589142
0.6499999761581421,9.67504596710205,-0.18894094228744507
0.6549999713897705,9.672933578491211,-0.18833518028259277
0.6600000262260437,9.69962215423584,-0.18065913021564484
0.6650000214576721,9.699422836303711,-0.18127413094043732
0.6700000166893005,9.728798866271973,-0.18894095718860626
0.675000011920929,9.765203475952148,-0.18894095718860626
0.6800000071525574,9.756708145141602,-0.18831206858158112
0.6850000023841858,9.827706336975098,-0.18543124198913574
0.6899999976158142,9.848488807678223,-0.1848023533821106
0.6949999928474426,9.878327369689941,-0.18894095718860626
0.699999988079071,9.9242525100708,-0.19307956099510193
0.7049999833106995,9.926091194152832,-0.19307956099510193
0.7099999785423279,9.959580421447754,-0.1841457188129425
0.7149999737739563,9.962943077087402,-0.18959757685661316
0.7200000286102295,9.980435371398926,-0.18413646519184113
0.7250000238418579,9.970131874084473,-0.18960683047771454
0.7300000190734863,9.95788288116455,-0.1972181648015976
0.7350000143051147,10.000245094299316,-0.1972181648015976
0.7400000095367432,10.022204399108887,-0.19307956099510193
0.7450000047683716,10.064096450805664,-0.19307956099510193
0.75,10.074914932250977,-0.19307956099510193
0.7549999952316284,10.097058296203613,-0.19307956099510193
0.7599999904632568,10.111716270446777,-0.19307956099510193
0.7649999856948853,10.096759796142578,-0.1972181648015976
0.7699999809265137,10.079543113708496,-0.18894095718860626
0.7749999761581421,10.04819393157959,-0.1972181499004364
0.7799999713897705,10.04732608795166,-0.1882195770740509
0.7850000262260437,10.055257797241211,-0.1813851147890091
0.7900000214576721,10.079259872436523,-0.18894095718860626
0.7950000166893005,9.998345375061035,-0.18894095718860626
0.800000011920929,9.982024192810059,-0.18894095718860626
0.8050000071525574,9.939162254333496,-0.19307956099510193
0.8100000023841858,9.9480562210083,-0.18894095718860626
0.8149999976158142,9.93594741821289,-0.19307956099510193
0.8199999928474426,9.955831527709961,-0.1972181648015976
0.824999988079071,9.989596366882324,-0.19307956099510193
0.8299999833106995,9.98880386352539,-0.1972181648015976
0.8349999785423279,10.023462295532227,-0.1881687194108963
0.8399999737739563,10.049363136291504,-0.18557457625865936
0.8450000286102295,10.038445472717285,-0.19307956099510193
0.8500000238418579,9.994915962219238,-0.1922934651374817
0.8550000190734863,10.002212524414062,-0.18558844923973083
0.8600000143051147,9.996072769165039,-0.18814560770988464
0.8650000095367432,9.987573623657227,-0.18559770286083221
0.8700000047683716,9.995162010192871,-0.19227495789527893
0.875,9.983325004577637,-0.18974556028842926
0.8799999952316284,9.964669227600098,-0.18812710046768188
0.8849999904632568,9.969732284545898,-0.18893633782863617
0.8899999856948853,9.985289573669434,-0.18975943326950073
0.8949999809265137,10.048417091369629,-0.18397462368011475
0.8999999761581421,10.119793891906738,-0.18893633782863617
