Time (s),Fᵧ (N),rᵧ (m)
0.004999999888241291,-0.05481046438217163,0
0.009999999776482582,-0.05646581947803497,0
0.014999999664723873,-0.057648565620183945,0
0.019999999552965164,-0.058535654097795486,0
0.02500000037252903,-0.05922562628984451,0
0.029999999329447746,-0.059226199984550476,0
0.03500000014901161,-0.06106395274400711,0
0.03999999910593033,-0.06290354579687119,0
0.04500000178813934,-0.06474313139915466,0
0.05000000074505806,-0.06474588066339493,0
0.054999999701976776,-0.06474588066339493,0
0.05999999865889549,-0.06290965527296066,0
0.06499999761581421,-0.06290598958730698,0
0.07000000029802322,-0.06290598958730698,0
0.07500000298023224,-0.06107066944241524,0
0.07999999821186066,-0.05923108384013176,0
0.08500000089406967,-0.059226199984550476,0
0.09000000357627869,-0.059226199984550476,0
0.0949999988079071,-0.05739210546016693,0
0.10000000149011612,-0.057386305183172226,0
0.10499999672174454,-0.05921978875994682,0
0.10999999940395355,-0.059226199984550476,0
0.11500000208616257,-0.059226199984550476,0
0.11999999731779099,-0.059226199984550476,0
0.125,-0.059226199984550476,0
0.12999999523162842,-0.059226199984550476,0
0.13500000536441803,-0.059226199984550476,0
0.14000000059604645,-0.061057545244693756,0
0.14499999582767487,-0.05923505127429962,0
0.15000000596046448,-0.059226199984550476,0
0.1550000011920929,-0.059226199984550476,0
0.1599999964237213,-0.059226199984550476,0
0.16500000655651093,-0.06105601787567139,0
0.17000000178813934,-0.06106609106063843,0
0.17499999701976776,-0.059236884117126465,0
0.18000000715255737,-0.059226199984550476,0
0.1850000023841858,-0.059226199984550476,0
0.1899999976158142,-0.059226199984550476,0
0.19499999284744263,-0.05739820748567581,0
0.20000000298023224,-0.05555862560868263,0
0.20499999821186066,-0.05371903255581856,0
0.20999999344348907,-0.05187944695353508,0
0.2150000035762787,-0.05369339510798454,0
0.2199999988079071,-0.05553298816084862,0
0.22499999403953552,-0.05372025817632675,0
0.23000000417232513,-0.05370652303099632,0
0.23499999940395355,-0.055532071739435196,0
0.23999999463558197,-0.057371653616428375,0
0.24500000476837158,-0.057386305183172226,0
0.25,-0.05921093747019768,0
0.2549999952316284,-0.059226199984550476,0
0.25999999046325684,-0.05740217864513397,0
0.26499998569488525,-0.057386305183172226,0
0.27000001072883606,-0.057386305183172226,0
0.2750000059604645,-0.057386305183172226,0
0.2800000011920929,-0.05556350573897362,0
0.2849999964237213,-0.05372392013669014,0
0.28999999165534973,-0.053706519305706024,0
0.29499998688697815,-0.053706519305706024,0
0.30000001192092896,-0.053706519305706024,0
0.3050000071525574,-0.05552779510617256,0
0.3100000023841858,-0.05554641783237457,0
0.3149999976158142,-0.05736708268523216,0
0.3199999928474426,-0.05556594952940941,0
0.32499998807907104,-0.055546414107084274,0
0.33000001311302185,-0.055546414107084274,0
0.33500000834465027,-0.05736585333943367,0
0.3400000035762787,-0.057386305183172226,0
0.3449999988079071,-0.05920514091849327,0
0.3499999940395355,-0.059226199984550476,0
0.35499998927116394,-0.059226199984550476,0
0.36000001430511475,-0.05740828067064285,0
0.36500000953674316,-0.059203919023275375,0
0.3700000047683716,-0.059226199984550476,0
0.375,-0.059226199984550476,0
0.3799999952316284,-0.059226199984550476,0
0.38499999046325684,-0.05740980803966522,0
0.38999998569488525,-0.055570222437381744,0
0.39500001072883606,-0.055546414107084274,0
0.4000000059604645,-0.05373094230890274,0
0.4050000011920929,-0.05552168935537338,0
0.4099999964237213,-0.05373154953122139,0
0.41499999165534973,-0.05370652303099632,0
