Time (s),Voltage (mV),Voltage (V),Voltage (V)
0.004999999888241291,-0.055991627275943756,0,0.6084249019622803
0.009999999776482582,-0.055991627275943756,0,0.608424723148346
0.014999999664723873,-0.055991627275943756,0,0.6080217361450195
0.019999999552965164,-0.055991627275943756,0,0.6076194047927856
0.02500000037252903,-0.055991627275943756,0,0.6080223917961121
0.029999999329447746,-0.055991627275943756,0,0.6084244251251221
0.03500000014901161,-0.055991627275943756,0,0.6080213785171509
0.03999999910593033,-0.055991627275943756,0.0000013325520740181673,0.6076290607452393
0.04500000178813934,-0.055991627275943756,0.0008073599892668426,0.6136742830276489
0.05000000074505806,-0.055991627275943756,0.0016117217019200325,0.6197069883346558
0.054999999701976776,-0.055991627275943756,0.0016117217019200325,0.6197069883346558
0.05999999865889549,-0.055992599576711655,0.001609722850844264,0.6196969747543335
0.06499999761581421,-0.0565149150788784,0.0008036954677663743,0.6156668663024902
0.07000000029802322,-0.05651377886533737,0,0.6116425395011902
0.07500000298023224,-0.055991627275943756,0,0.6096274852752686
0.07999999821186066,-0.055991627275943756,0,0.6076217293739319
0.08500000089406967,-0.05599300563335419,0,0.6084277629852295
0.09000000357627869,-0.0565149150788784,0,0.6092172861099243
0.0949999988079071,-0.05651337280869484,0,0.6055901646614075
0.10000000149011612,-0.055991627275943756,0,0.601978063583374
0.10499999672174454,-0.05599332973361015,0,0.601978063583374
0.10999999940395355,-0.05651313066482544,0,0.601978063583374
0.11500000208616257,-0.055993493646383286,0,0.601978063583374
0.11999999731779099,-0.0565149150788784,0,0.6019880771636963
0.125,-0.0565149150788784,0,0.6040031313896179
0.12999999523162842,-0.0565149150788784,0,0.6059964895248413
0.13500000536441803,-0.0565149150788784,0,0.6039814352989197
0.14000000059604645,-0.0565149150788784,0,0.6019850373268127
0.14499999582767487,-0.0565149150788784,0,0.6031941175460815
0.15000000596046448,-0.0565149150788784,0.0000024985351956274826,0.6044281125068665
0.1550000011920929,-0.05651240050792694,0.00040551225538365543,0.6096673011779785
0.1599999964237213,-0.055991627275943756,0.0008031957549974322,0.6148238182067871
0.16500000655651093,-0.05599430203437805,0.00040018203435465693,0.6075695753097534
0.17000000178813934,-0.0565149150788784,0.0000028316731004451867,0.6003861427307129
0.17499999701976776,-0.0565149150788784,0.0004058453778270632,0.6032072305679321
0.18000000715255737,-0.0565149150788784,0.0008028626325540245,0.6060223579406738
0.1850000023841858,-0.0565149150788784,0.00039984891191124916,0.6080374121665955
0.1899999976158142,-0.056511834263801575,0,0.6100240349769592
0.19499999284744263,-0.05599479377269745,0,0.608411967754364
0.20000000298023224,-0.05651167035102844,0,0.6068265438079834
0.20499999821186066,-0.055991627275943756,0,0.6084386110305786
0.20999999344348907,-0.055991627275943756,0,0.6100296974182129
0.2150000035762787,-0.055991627275943756,0,0.6092236042022705
0.2199999988079071,-0.05599519610404968,0,0.6084249019622803
0.22499999403953552,-0.05651126429438591,0,0.6084249019622803
0.23000000417232513,-0.055995360016822815,0,0.6084249019622803
0.23499999940395355,-0.056511104106903076,0,0.6084249019622803
0.23999999463558197,-0.055991627275943756,0,0.6084328889846802
0.24500000476837158,-0.055995602160692215,0,0.6092389225959778
0.25,-0.056510861963033676,0,0.6100116968154907
0.2549999952316284,-0.055991627275943756,0,0.6075935959815979
0.25999999046325684,-0.055991627275943756,0,0.6051971316337585
0.26499998569488525,-0.055991627275943756,0,0.6047941446304321
0.27000001072883606,-0.05599600821733475,0.000008994726158562116,0.6044541001319885
0.2750000059604645,-0.0565149150788784,0.0008150221547111869,0.6096932888031006
0.2800000011920929,-0.0565149150788784,0.0016023938078433275,0.6148298382759094
0.2849999964237213,-0.05651029199361801,0.0007963664247654378,0.6112027168273926
0.28999999165534973,-0.055996332317590714,0,0.607619047164917
0.29499998688697815,-0.05651012808084488,0,0.607619047164917
0.30000001192092896,-0.05599649250507355,0,0.607619047164917
0.3050000071525574,-0.0565149150788784,0,0.607619047164917
0.3100000023841858,-0.05650988593697548,0,0.6076087355613708
0.3149999976158142,-0.055991627275943756,0,0.6068027019500732
0.3199999928474426,-0.055991627275943756,0,0.6059806942939758
0.32499998807907104,-0.055991627275943756,0,0.6039656400680542
0.33000001311302185,-0.055996980518102646,0,0.6020220518112183
0.33500000834465027,-0.0565149150788784,0,0.6052461266517639
0.3400000035762787,-0.0565149150788784,0,0.6084475517272949
0.3449999988079071,-0.0565149150788784,0,0.6100596189498901
0.3499999940395355,-0.0565149150788784,0,0.611619234085083
0.35499998927116394,-0.0565149150788784,0,0.6096041202545166
0.36000001430511475,-0.0565149150788784,0,0.6076130270957947
0.36500000953674316,-0.0565149150788784,0,0.6072100400924683
0.3700000047683716,-0.0565149150788784,0,0.6068070530891418
0.375,-0.056508831679821014,0,0.6064040064811707
0.3799999952316284,-0.05599778890609741,0,0.6060073375701904
0.38499999046325684,-0.05650866776704788,0,0.6060073375701904
0.38999998569488525,-0.055991627275943756,0,0.6060008406639099
0.39500001072883606,-0.05599803477525711,0,0.6055978536605835
0.4000000059604645,-0.05650842562317848,0,0.6052281260490417
0.4050000011920929,-0.055991627275943756,0,0.606840193271637
0.4099999964237213,-0.055991627275943756,0,0.6083976030349731
0.41499999165534973,-0.055984895676374435,0,0.6067855358123779
0.41999998688697815,-0.05548196658492088,0,0.6052154898643494
0.42500001192092896,-0.05650801956653595,0,0.606021523475647
0.4300000071525574,-0.055998604744672775,0.000007162467227317393,0.6068776249885559
0.4350000023841858,-0.0565149150788784,0.00041017617331817746,0.6105048060417175
0.4399999976158142,-0.0565149150788784,0.0007985318079590797,0.6140292882919312
0.4449999928474426,-0.0565149150788784,0.0003955181164201349,0.6120142340660095
0.44999998807907104,-0.056507617235183716,0.000007495605132135097,0.6100666522979736
0.45500001311302185,-0.055991627275943756,0.0004105093248654157,0.6116787195205688
0.46000000834465027,-0.055991627275943756,0.000798198685515672,0.6131451725959778
0.4650000035762787,-0.05599916726350784,0.00039518496487289667,0.6070999503135681
0.4699999988079071,-0.05650728940963745,0,0.6012582778930664
0.4749999940395355,-0.055991627275943756,0,0.6056914329528809
0.47999998927116394,-0.05599941313266754,0,0.6100046634674072
0.48500001430511475,-0.0565149150788784,0,0.608392596244812
0.49000000953674316,-0.0565149150788784,0.000008161880941770505,0.6068947911262512
0.4950000047683716,-0.0565149150788784,0.0004111755988560617,0.6109249591827393
0.5,-0.05650680512189865,0.0007975323824211955,0.6148301362991333
0.5049999952316284,-0.055991627275943756,0.00039451869088225067,0.6128150820732117
0.5099999904632568,-0.055991627275943756,0,0.6108085513114929
0.5149999856948853,-0.055991627275943756,0,0.6091964840888977
0.5199999809265137,-0.055991627275943756,0,0.6076104044914246
0.5249999761581421,-0.055991627275943756,0,0.6072073578834534
0.5299999713897705,-0.055991627275943756,0,0.6068308353424072
0.5350000262260437,-0.055991627275943756,0,0.6076368689537048
0.5400000214576721,-0.05600038915872574,0,0.6084159016609192
0.5450000166893005,-0.0565149150788784,0,0.6080129146575928
0.550000011920929,-0.0565149150788784,0,0.607600748538971
0.5550000071525574,-0.0565149150788784,0,0.6067947149276733
0.5600000023841858,-0.056505829095840454,0,0.6060259938240051
0.5649999976158142,-0.055991627275943756,0,0.6068320274353027
0.5699999928474426,-0.055991627275943756,0,0.607619047164917
0.574999988079071,-0.055991627275943756,0,0.607619047164917
0.5799999833106995,-0.05600103363394737,0,0.6076480150222778
0.5849999785423279,-0.05650542303919792,0,0.6088570952415466
0.5899999737739563,-0.056001197546720505,0,0.6100170016288757
0.5950000286102295,-0.0565149150788784,0,0.6092109680175781
0.6000000238418579,-0.0565149150788784,0,0.6084249019622803
0.6050000190734863,-0.0565149150788784,0,0.6084249019622803
0.6100000143051147,-0.0565149150788784,0,0.6083842515945435
0.6150000095367432,-0.05650493875145912,0,0.606772243976593
0.6200000047683716,-0.0560016855597496,0,0.6052634716033936
0.625,-0.0565149150788784,0,0.6076815128326416
0.6299999952316284,-0.05650469660758972,0,0.6099842190742493
0.6349999904632568,-0.056001927703619,0,0.6079691052436829
0.6399999856948853,-0.05650453269481659,0,0.6060073375701904
0.6449999809265137,-0.056002091616392136,0,0.6060073375701904
0.6499999761581421,-0.056504372507333755,0,0.6060614585876465
0.6549999713897705,-0.055991627275943756,0,0.6080765724182129
0.6600000262260437,-0.055991627275943756,0.000010993554496963043,0.6100696325302124
0.6650000214576721,-0.055991627275943756,0.0004140072560403496,0.6112787127494812
0.6700000166893005,-0.055991627275943756,0.0007947007543407381,0.6124095916748047
0.675000011920929,-0.056002575904130936,0.0003916870045941323,0.6107975244522095
0.6800000071525574,-0.0565149150788784,0,0.6092420816421509
0.6850000023841858,-0.0565149150788784,0,0.6096451282501221
0.6899999976158142,-0.056503720581531525,0,0.61002516746521
0.6949999928474426,-0.0560029000043869,0,0.6096221208572388
0.699999988079071,-0.05650356039404869,0,0.6091957688331604
0.7049999833106995,-0.056003063917160034,0,0.6079867482185364
0.7099999785423279,-0.0565149150788784,0,0.6068605184555054
0.7149999737739563,-0.0565149150788784,0,0.6084725856781006
0.7200000286102295,-0.056503236293792725,0,0.6099767088890076
0.7250000238418579,-0.055991627275943756,0,0.6079615950584412
0.7300000190734863,-0.055991627275943756,0.000012159537618572358,0.606043815612793
0.7350000143051147,-0.055991627275943756,0.0004151732427999377,0.607252836227417
0.7400000095367432,-0.055991627275943756,0.0007935347384773195,0.6084125638008118
0.7450000047683716,-0.05600371211767197,0.00039052104693837464,0.6080095767974854
0.75,-0.056502748280763626,0,0.6076689958572388
0.7549999952316284,-0.055991627275943756,0,0.609281063079834
0.7599999904632568,-0.055991627275943756,0,0.610804557800293
0.7649999856948853,-0.055991627275943756,0,0.6095954775810242
0.7699999809265137,-0.05597913637757301,0,0.6084634065628052
0.7749999761581421,-0.05549348518252373,0,0.6096724271774292
